Image_Metadata_Plate,Image_Metadata_Well,Image_FileName_OrigHoechst,Image_Count_Nuclei,Image_Metadata_GeneID,Image_Metadata_GeneSymbol,Image_Metadata_IsLandmark,Image_Metadata_AlleleDesc,Image_Metadata_ExpressionVector,Image_Metadata_FlaggedForToxicity,Image_Metadata_IE_Blast_noBlast,Image_Metadata_IntendedOrfMismatch,Image_Metadata_OpenOrClosed,Image_Metadata_RNAiVirusPlateName,Image_Metadata_Site,Image_Metadata_TimePoint_Hours,Image_Metadata_Type,Image_Metadata_Virus_Vol_ul,Image_Metadata_ASSAY_WELL_ROLE,Image_Metadata_QCFlag_isBlurry,Image_Metadata_QCFlag_isSaturated
41757,k16,taoe005-u2os-72h-cp-a-au00044858_k16_s7_w178c83983-67c2-48ae-974c-f199efc5f284.tif,20,10746,MAP3K2,0,WT.2,pLX304,,1.12,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,m15,taoe005-u2os-72h-cp-a-au00044858_m15_s5_w1ddffd854-2acb-415f-8ca3-8f76c151583e.tif,38,5567,PRKACB,0,WT.3,pLX304,,0.77,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,n15,taoe005-u2os-72h-cp-a-au00044858_n15_s7_w111cbf211-3595-4cba-b581-07e22f8bb200.tif,68,5590,PRKCZ,0,K281R,pLX304,,0.9,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,m01,taoe005-u2os-72h-cp-a-au00044858_m01_s5_w10fef70cf-9b51-4c2c-a1f4-e53424e8cadf.tif,53,3320,HSP90AA1,0,WT,pLX304,,1,,,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,m17,taoe005-u2os-72h-cp-a-au00044858_m17_s2_w1a9224454-2487-4abd-9337-8a1994ee6074.tif,63,5879,RAC1,0,WT.2,pLX304,,1.09,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,m16,taoe005-u2os-72h-cp-a-au00044858_m16_s6_w18e2cea0b-35cb-49fd-8e8e-319951eb841f.tif,106,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,6,72H,"ORF OE",1,Untreated,0,0
41757,l02,taoe005-u2os-72h-cp-a-au00044858_l02_s2_w127cef194-b7a1-4236-bc08-92469da951bc.tif,45,84433,CARD11,0,WT,pLX304,,0.9,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,n03,taoe005-u2os-72h-cp-a-au00044858_n03_s7_w160462833-6742-4a67-85bf-39881e22705e.tif,40,658,BMPR1B,0,K231R,pLX304,,0.97,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,l09,taoe005-u2os-72h-cp-a-au00044858_l09_s4_w1a6192673-cab3-493b-88e6-c0c5591b7fdc.tif,62,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,4,72H,"ORF OE",1,Untreated,0,0
41757,m18,taoe005-u2os-72h-cp-a-au00044858_m18_s8_w147c01888-fe6e-4070-aac6-c9438ace54ff.tif,135,91,ACVR1B,0,WT.2.mismatch,pLX304,,1.01,mismatch,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,n03,taoe005-u2os-72h-cp-a-au00044858_n03_s2_w1baa7fe61-d456-4dcb-8d2f-c954218739c6.tif,71,658,BMPR1B,0,K231R,pLX304,,0.97,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,m18,taoe005-u2os-72h-cp-a-au00044858_m18_s3_w18f95aaef-70ae-4639-8902-bb7959ba5623.tif,107,91,ACVR1B,0,WT.2.mismatch,pLX304,,1.01,mismatch,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,k17,taoe005-u2os-72h-cp-a-au00044858_k17_s3_w1b4686dfc-3e23-49a6-9a84-30cd9d2cb164.tif,103,-43,Luciferase,0,CTRL,pLX304,,0.94,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,CTRL,0,0
41757,l24,taoe005-u2os-72h-cp-a-au00044858_l24_s9_w1165597eb-4d24-4e9d-98ef-83e3e11f2687.tif,40,28514,DLL1,0,WT,pLX304,,0.81,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,l04,taoe005-u2os-72h-cp-a-au00044858_l04_s6_w1b709aba4-f19f-44cc-abc2-7078d2c002c0.tif,43,,EMPTY,,,,,0.06,,,ORA11.12.13.18A,6,72H,"ORF OE",1,Untreated,0,0
41757,k22,taoe005-u2os-72h-cp-a-au00044858_k22_s3_w1db2b14bf-8687-4042-880f-825632611ecf.tif,69,7494,XBP1,1,WT.2,pLX304,,1.03,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,l21,taoe005-u2os-72h-cp-a-au00044858_l21_s1_w10e014ffe-972b-4ca8-af90-008486483450.tif,61,81892,SLIRP,0,WT.1,pLX304,,1.04,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41757,l06,taoe005-u2os-72h-cp-a-au00044858_l06_s1_w1d03690f4-86e7-4a02-b8ad-8c3b5e20d87f.tif,59,5569,PKIA,0,WT,pLX304,,1.18,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41757,l20,taoe005-u2os-72h-cp-a-au00044858_l20_s5_w1a9d70b83-a942-447d-8458-ceae84d2e130.tif,43,345611,IRGM,0,WT.2,pLX304,,1.07,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,m14,taoe005-u2os-72h-cp-a-au00044858_m14_s9_w14ba1444b-d40a-4f83-b283-ad5c971de4a5.tif,104,1147,CHUK,0,WT.2,pLX304,,0.84,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,m24,taoe005-u2os-72h-cp-a-au00044858_m24_s9_w1701d264a-ac3d-4fe3-9127-e4ee8f55cc74.tif,38,1855,DVL1,0,WT.2,pLX304,,1.28,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,k12,taoe005-u2os-72h-cp-a-au00044858_k12_s3_w100e5a789-47a2-4a5d-b6e9-db4ba625e771.tif,103,10000,AKT3,0,WT.3,pLX304,,0.18,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,l08,taoe005-u2os-72h-cp-a-au00044858_l08_s3_w11f7b9a80-1136-4c34-940f-2fd08cd08195.tif,79,5568,PRKACG,0,WT.3,pLX304,,1.07,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,l11,taoe005-u2os-72h-cp-a-au00044858_l11_s1_w18797f7d5-b805-4bc0-9480-c9a12ce2878f.tif,106,673,BRAF,0,WT.1,pLX304,,1.01,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41757,m17,taoe005-u2os-72h-cp-a-au00044858_m17_s7_w11c94a22c-24e6-4486-b44f-030df7b15b35.tif,120,5879,RAC1,0,WT.2,pLX304,,1.09,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,m04,taoe005-u2os-72h-cp-a-au00044858_m04_s3_w1aafb2149-79a7-4baf-abb5-a7a207d97c5f.tif,66,5566,PRKACA,1,WT.2,pLX304,Toxic,0.96,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,n17,taoe005-u2os-72h-cp-a-au00044858_n17_s4_w1c2312221-1581-4c22-984c-8c3afe597c48.tif,105,6772,STAT1,1,Y701F,pLX304,,1.02,,closed,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41757,n18,taoe005-u2os-72h-cp-a-au00044858_n18_s5_w11a27b34c-d349-42cf-9a48-5fe90b1b8ec1.tif,61,898,CCNE1,0,WT.mismatch,pLX304,,1.1,mismatch,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,m23,taoe005-u2os-72h-cp-a-au00044858_m23_s8_w1a4a9898b-fc1c-40c9-825c-22bd9e6c34d5.tif,83,6009,RHEB,1,WT.2,pLX304,,1.15,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,n15,taoe005-u2os-72h-cp-a-au00044858_n15_s2_w12d479826-7247-46f7-9276-17f09bc519a8.tif,103,5590,PRKCZ,0,K281R,pLX304,,0.9,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,n19,taoe005-u2os-72h-cp-a-au00044858_n19_s6_w155fb4844-08c5-492f-a9ed-f66a4f631b2d.tif,62,4615,MYD88,0,L265P,pLX304,,0.85,,,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41757,n16,taoe005-u2os-72h-cp-a-au00044858_n16_s3_w1b25b6ce4-024d-473a-abcf-6388cf2d19fa.tif,154,-43,Luciferase,0,CTRL,pLX304,,0.95,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,CTRL,0,0
41757,k21,taoe005-u2os-72h-cp-a-au00044858_k21_s7_w1f517e606-7e42-4000-8d03-c03edccde1e5.tif,67,1977,EIF4E,0,WT.2,pLX304,,0.91,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,n04,taoe005-u2os-72h-cp-a-au00044858_n04_s8_w15e4cd0fd-fd7e-49b7-9443-01c5fe3685fd.tif,33,6608,SMO,0,WT.2,pLX304,,0.94,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,k19,taoe005-u2os-72h-cp-a-au00044858_k19_s5_w188e5cfc3-a49f-4626-8401-127ebf7cdf0f.tif,96,1857,DVL3,0,WT,pLX304,,1.04,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,l22,taoe005-u2os-72h-cp-a-au00044858_l22_s7_w1db6c0a8c-82a8-4fa1-84c2-8b533abd6a03.tif,82,3516,RBPJ,0,WT.2,pLX304,,1.14,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,l08,taoe005-u2os-72h-cp-a-au00044858_l08_s8_w11a6e6dec-bb62-4899-9d46-99dcee4762ba.tif,68,5568,PRKACG,0,WT.3,pLX304,,1.07,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,l07,taoe005-u2os-72h-cp-a-au00044858_l07_s7_w184042148-ab86-46ef-aeaf-9129ff0a5dcc.tif,56,7189,TRAF6,0,WT.2,pLX304,,1.01,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,m10,taoe005-u2os-72h-cp-a-au00044858_m10_s9_w1da09f7f1-7756-4607-a128-40b22f598e23.tif,81,4293,MAP3K9,0,WT,pLX304,,1,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,l23,taoe005-u2os-72h-cp-a-au00044858_l23_s3_w1e67b2809-c1d0-4bee-a273-a39c606da7b4.tif,74,81892,SLIRP,0,WT.2,pLX304,,0.94,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,j20,taoe005-u2os-72h-cp-a-au00044858_j20_s5_w1863feea9-61ec-4dc0-8217-3dae8ca486bf.tif,97,4342,MOS,0,WT.2,pLX304,,1,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,l15,taoe005-u2os-72h-cp-a-au00044858_l15_s5_w16010efc4-d2c9-4990-80ac-e9e9dae2f7f3.tif,80,4851,NOTCH1,1,WT.1,pLX304,,1.12,,,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,k20,taoe005-u2os-72h-cp-a-au00044858_k20_s6_w1aca9fd6c-ff84-4a91-a68c-bd17a0b852c8.tif,103,29110,TBK1,0,WT.2,pLX304,,1.14,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41757,l13,taoe005-u2os-72h-cp-a-au00044858_l13_s8_w1a09493f1-64f1-451f-aafd-39ac4fb17686.tif,114,673,BRAF,0,WT.2,pLX304,,1.16,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,l11,taoe005-u2os-72h-cp-a-au00044858_l11_s6_w1558227bc-2719-489b-a72d-60321a54cd65.tif,126,673,BRAF,0,WT.1,pLX304,,1.01,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41757,l19,taoe005-u2os-72h-cp-a-au00044858_l19_s6_w162649519-bd77-46d6-a4c3-80da1037779d.tif,23,4851,NOTCH1,1,WT.2,pLX304,,1.06,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41757,m05,taoe005-u2os-72h-cp-a-au00044858_m05_s1_w126bc8d76-b2c7-4d64-93c7-6d77d9c796f2.tif,48,4790,NFKB1,0,WT.2,pLX304,,0.09,,,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41757,l05,taoe005-u2os-72h-cp-a-au00044858_l05_s2_w13f36e316-ecef-4e7d-8494-47fca3f3f693.tif,52,7189,TRAF6,0,WT.1,pLX304,,1.06,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,m03,taoe005-u2os-72h-cp-a-au00044858_m03_s2_w1dbc6c50f-9add-4968-bff2-a0a98f3dc59e.tif,83,4088,SMAD3,1,WT.1,pLX304,,0.83,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,n20,taoe005-u2os-72h-cp-a-au00044858_n20_s2_w1fa31fde7-cdc1-4429-ac28-78f430f4a74e.tif,91,64223,MLST8,0,WT,pLX304,,0.91,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,l03,taoe005-u2os-72h-cp-a-au00044858_l03_s3_w13990adc8-29ac-4c45-ab8f-34f74ad6f46c.tif,119,7248,TSC1,0,WT.2,pLX304,,0.07,,,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,l14,taoe005-u2os-72h-cp-a-au00044858_l14_s9_w186734aee-e7d1-47c3-807b-926488b172c1.tif,87,84335,AKT1S1,0,WT.1,pLX304,,1.14,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,k23,taoe005-u2os-72h-cp-a-au00044858_k23_s9_w1eeb5ad63-e18b-4d2f-9969-e8a7451002d4.tif,113,3091,HIF1A,1,WT.2,pLX304,,1.07,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,l12,taoe005-u2os-72h-cp-a-au00044858_l12_s7_w18c0f1a91-25b2-470c-89cc-86510068101e.tif,38,22926,ATF6,1,WT.2,pLX304,,1.18,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,k18,taoe005-u2os-72h-cp-a-au00044858_k18_s6_w13934bf52-7ffd-4e12-b962-290962d39ea0.tif,54,23678,SGK3,0,WT.2,pLX304,,0.79,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41755,n02,taoe005-u2os-72h-cp-a-au00044858_n02_s7_w1d698696b-1ec8-4489-a3a4-a10b975466dd.tif,29,6608,SMO,0,WT.1,pLX304,,0.84,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,m11,taoe005-u2os-72h-cp-a-au00044858_m11_s5_w1b3e492d4-782d-4235-b03d-98ab74518364.tif,85,,EMPTY,,,,,0.1,,,ORA11.12.13.18A,5,72H,"ORF OE",1,Untreated,0,0
41757,n19,taoe005-u2os-72h-cp-a-au00044858_n19_s1_w1e6248dfe-4703-4da9-b4e9-2092b9feaf08.tif,133,4615,MYD88,0,L265P,pLX304,,0.85,,,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41757,l01,taoe005-u2os-72h-cp-a-au00044858_l01_s8_w1f8aa1bab-a284-4c27-b785-2e3fdd6d638c.tif,36,7248,TSC1,0,WT.1,pLX304,,0.91,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,m02,taoe005-u2os-72h-cp-a-au00044858_m02_s1_w1dcb63f8c-bba8-402d-bdaa-ba06a8523685.tif,45,-42,LacZ,0,CTRL,pLX304,,0.98,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,CTRL,0,0
41757,n17,taoe005-u2os-72h-cp-a-au00044858_n17_s9_w1cad7e07a-7d70-4f9e-bad5-940a2832d90c.tif,120,6772,STAT1,1,Y701F,pLX304,,1.02,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,n22,taoe005-u2os-72h-cp-a-au00044858_n22_s9_w158b32e01-055f-4d8d-bcfc-d8f0a1202138.tif,69,57521,RPTOR,0,WT,pLX304,,0.84,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,n20,taoe005-u2os-72h-cp-a-au00044858_n20_s7_w1905531e9-484a-444d-a715-6e01bbee2739.tif,106,64223,MLST8,0,WT,pLX304,,0.91,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,l12,taoe005-u2os-72h-cp-a-au00044858_l12_s2_w10d4881ee-8173-40fb-9979-d0d4008f42bd.tif,39,22926,ATF6,1,WT.2,pLX304,,1.18,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,l04,taoe005-u2os-72h-cp-a-au00044858_l04_s1_w18f3b352d-4eeb-4621-9ef5-5dcd8f6ebe0a.tif,47,,EMPTY,,,,,0.06,,,ORA11.12.13.18A,1,72H,"ORF OE",1,Untreated,0,0
41757,l17,taoe005-u2os-72h-cp-a-au00044858_l17_s4_w16c84e19a-d777-4c10-ab1d-6581d449a3f0.tif,46,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,4,72H,"ORF OE",1,Untreated,0,0
41757,l13,taoe005-u2os-72h-cp-a-au00044858_l13_s5_w13efa277d-0fde-46d9-b070-aaca2cd2a62d.tif,103,673,BRAF,0,WT.2,pLX304,,1.16,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,m05,taoe005-u2os-72h-cp-a-au00044858_m05_s9_w13ae395a3-ffcd-4857-9045-bd3be37222be.tif,87,4790,NFKB1,0,WT.2,pLX304,,0.09,,,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,l22,taoe005-u2os-72h-cp-a-au00044858_l22_s2_w1bcd9d6ec-01b5-4a4d-81e8-8e6481fc7076.tif,85,3516,RBPJ,0,WT.2,pLX304,,1.14,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,m08,taoe005-u2os-72h-cp-a-au00044858_m08_s7_w199a6067e-9cbf-4631-832d-7b35079137b6.tif,66,1147,CHUK,0,WT.1.mismatch,pLX304,,0.94,mismatch,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,n04,taoe005-u2os-72h-cp-a-au00044858_n04_s2_w19873a46c-6472-4410-9693-5101b22e1fa8.tif,53,6608,SMO,0,WT.2,pLX304,,0.94,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,m10,taoe005-u2os-72h-cp-a-au00044858_m10_s4_w1aaf1f9f8-02e3-46f8-848f-6b2f6d02c4b3.tif,60,4293,MAP3K9,0,WT,pLX304,,1,,closed,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41757,n22,taoe005-u2os-72h-cp-a-au00044858_n22_s4_w14e130bfe-f791-4b12-ba6f-dfb601c76c05.tif,56,57521,RPTOR,0,WT,pLX304,,0.84,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41757,l14,taoe005-u2os-72h-cp-a-au00044858_l14_s6_w192116898-5989-4b22-bc81-38b354519f4c.tif,63,84335,AKT1S1,0,WT.1,pLX304,,1.14,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41757,k13,taoe005-u2os-72h-cp-a-au00044858_k13_s9_w155a8054c-9cf9-4485-ba34-4c13cf41781f.tif,73,1407,CRY1,0,WT.2,pLX304,,1.03,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,l16,taoe005-u2os-72h-cp-a-au00044858_l16_s8_w15ff15608-7c60-46e5-96a9-c484285bc40c.tif,48,84335,AKT1S1,0,WT.2,pLX304,,0.93,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,k04,taoe005-u2os-72h-cp-a-au00044858_k04_s8_w16917c61e-82e5-4f29-8df4-6181ba766e3c.tif,99,8569,MKNK1,1,WT,pLX304,,1.1,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,n21,taoe005-u2os-72h-cp-a-au00044858_n21_s8_w11a4178b2-7611-4d26-80de-34e5228cd15a.tif,55,3717,JAK2,0,V617F.mismatch,pLX304,,1.09,mismatch,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,m24,taoe005-u2os-72h-cp-a-au00044858_m24_s3_w14df203be-8661-477a-9147-8967ecce5606.tif,29,1855,DVL1,0,WT.2,pLX304,,1.28,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,l23,taoe005-u2os-72h-cp-a-au00044858_l23_s8_w1c882fa10-767e-4937-b8ca-14415c608113.tif,43,81892,SLIRP,0,WT.2,pLX304,,0.94,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,n23,taoe005-u2os-72h-cp-a-au00044858_n23_s5_w1069de018-c415-4d45-8177-ba628011b489.tif,42,6774,STAT3,1,Y705F,pLX304,,1.1,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,l10,taoe005-u2os-72h-cp-a-au00044858_l10_s5_w108681586-a8d0-4e6c-b811-6a32790f6e38.tif,70,5187,PER1,0,WT.2,pLX304,,1.01,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,k05,taoe005-u2os-72h-cp-a-au00044858_k05_s8_w1a86ac687-1e9e-40ac-b0a5-20c714c50958.tif,55,64750,SMURF2,0,WT,pLX304,,0.99,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,k15,taoe005-u2os-72h-cp-a-au00044858_k15_s1_w1adab84be-1db9-4feb-bb41-9704529c78d3.tif,84,1649,DDIT3,0,WT.2,pLX304,,1.09,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41757,m21,taoe005-u2os-72h-cp-a-au00044858_m21_s5_w152ce7331-ab62-48ce-95ef-2f95c0ea7b33.tif,86,5925,RB1,1,WT.2,pLX304,,0.85,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,m10,taoe005-u2os-72h-cp-a-au00044858_m10_s1_w1188ca044-1ba5-4f64-ade6-514b5c744808.tif,58,4293,MAP3K9,0,WT,pLX304,,1,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41757,l02,taoe005-u2os-72h-cp-a-au00044858_l02_s7_w1f6bba350-e0cd-468c-bb16-fbc5812db7d7.tif,73,84433,CARD11,0,WT,pLX304,,0.9,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,l18,taoe005-u2os-72h-cp-a-au00044858_l18_s3_w1b6b12eb6-95d3-4c1e-853c-1d7f471862d7.tif,160,,EMPTY,,,,,0.12,,,ORA11.12.13.18A,3,72H,"ORF OE",1,Untreated,0,0
41757,l20,taoe005-u2os-72h-cp-a-au00044858_l20_s2_w15ac01e56-50dd-4e5c-8f29-03ad6a326f1b.tif,90,345611,IRGM,0,WT.2,pLX304,,1.07,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,n21,taoe005-u2os-72h-cp-a-au00044858_n21_s3_w16e81636d-0580-44ed-ac11-9234bddc2d3e.tif,87,3717,JAK2,0,V617F.mismatch,pLX304,,1.09,mismatch,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,m09,taoe005-u2os-72h-cp-a-au00044858_m09_s5_w1bf16d281-e2fc-42e2-acb3-332f8c290d01.tif,50,5295,PIK3R1,0,WT.2,pLX304,,0.97,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41757,m07,taoe005-u2os-72h-cp-a-au00044858_m07_s8_w1cd48bb8b-0154-46e3-9424-ebaf2af3df1d.tif,54,5045,FURIN,0,WT.2,pLX304,,0.87,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,k22,taoe005-u2os-72h-cp-a-au00044858_k22_s8_w1f660581d-bbcc-4ab3-a522-698fe314161d.tif,83,7494,XBP1,1,WT.2,pLX304,,1.03,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,j18,taoe005-u2os-72h-cp-a-au00044858_j18_s8_w18aafdb7b-9649-42e6-982d-b5db408f73d8.tif,93,345611,IRGM,0,WT.1,pLX304,,0.91,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,m13,taoe005-u2os-72h-cp-a-au00044858_m13_s2_w1503385ca-bb02-4cf7-8139-307a6845a3be.tif,85,5562,PRKAA1,0,WT.2,pLX304,,0.93,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41757,j21,taoe005-u2os-72h-cp-a-au00044858_j21_s6_w17dbc93a9-e5e9-4781-92ec-b7bd09cb8ea0.tif,116,54583,EGLN1,0,WT.2,pLX304,,1.12,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41757,l19,taoe005-u2os-72h-cp-a-au00044858_l19_s1_w1c012ae05-dedd-40f7-8e1b-427aad5c75a4.tif,105,4851,NOTCH1,1,WT.2,pLX304,,1.06,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41757,m12,taoe005-u2os-72h-cp-a-au00044858_m12_s6_w196a264ec-adf8-4ca4-a51b-76714bd8fb20.tif,119,7424,VEGFC,0,WT.2,pLX304,,1.06,,,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41757,j17,taoe005-u2os-72h-cp-a-au00044858_j17_s7_w11ec5a0fe-690f-4100-ad94-516409064fad.tif,71,5606,MAP2K3,0,WT,pLX304,,0.84,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41757,l17,taoe005-u2os-72h-cp-a-au00044858_l17_s9_w114667043-b6fa-4d79-a80e-6ede7632415e.tif,77,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,9,72H,"ORF OE",1,Untreated,0,0
41757,j23,taoe005-u2os-72h-cp-a-au00044858_j23_s8_w15b260473-fbe5-448d-ae8e-df1426ab43aa.tif,55,54583,EGLN1,0,WT.3,pLX304,,0.35,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41757,m08,taoe005-u2os-72h-cp-a-au00044858_m08_s4_w195baa78b-5d26-436c-bf17-54a431b2af5d.tif,87,1147,CHUK,0,WT.1.mismatch,pLX304,,0.94,mismatch,closed,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41757,o08,taoe005-u2os-72h-cp-a-au00044858_o08_s9_w112930eb6-8719-482f-8420-c5970d37c477.tif,67,317,APAF1,0,WT,pLX304,,0.97,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,m07,taoe005-u2os-72h-cp-a-au00044858_m07_s3_w1f47e9ef8-d565-42ec-a38a-b12bf808973f.tif,73,5045,FURIN,0,WT.2,pLX304,,0.87,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41757,m14,taoe005-u2os-72h-cp-a-au00044858_m14_s3_w151dfee98-3f01-49de-aff9-287f2cdeae6d.tif,91,1147,CHUK,0,WT.2,pLX304,,0.84,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
